trial,learning_rate,batch_size,loss,precision,recall,f1,f2,pr_auc,pred_positive_rate,precision_at_50,recall_at_50,f2_at_50,runtime,samples_per_second,steps_per_second,f2_choice_epoch,f2_choice_value,pr_auc_choice_epoch,pr_auc_choice_value,metrics_agree,epochs_logged
0,1.8346368386890366e-05,16,2.9492974281311035,0.9319148936170213,0.9125,0.9221052631578948,0.9163179916317992,0.9876948757224999,0.19583333333333333,0.960352422907489,0.9083333333333333,0.9182813816343723,24.3438,49.294,3.081,4.0,0.9163179916317992,2.0,0.9884862016891984,False,5
2,1.2909554963935823e-05,8,1.7767032384872437,0.9259259259259259,0.9375,0.9316770186335404,0.9351620947630923,0.9876434682442691,0.2025,0.9557522123893806,0.9,0.9106239460370995,22.9409,52.308,6.539,2.0,0.9351620947630923,3.0,0.9881234270709575,False,5
1,3.797935358618295e-05,4,1.3364211320877075,0.2,1.0,0.3333333333333333,0.5555555555555556,0.1960386075929613,1.0,0.2,1.0,0.5555555555555556,20.6405,58.138,14.535,1.0,0.5555555555555556,4.0,0.6426898282975367,False,5
