n_configs,spearman_rho,spearman_p,pearson_r,pearson_p,validation_spread,gold_spread,spread_ratio
8,-0.2380952380952381,0.5701563208157683,-0.3646205732132701,0.37451418922491375,0.0030285126791688155,0.09919919178896974,32.755085514845945
